2025-02-05 21:04:44,585 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-05 21:04:44,585 - INFO - Probing node bootstrap-0 broker version
2025-02-05 21:04:44,585 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-05 21:04:44,710 - INFO - Broker version identified as 2.5.0
2025-02-05 21:04:44,710 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2025-02-05 21:04:44,713 - INFO - Conectado a Kafka exitosamente.
2025-02-05 21:04:44,716 - INFO - Transacción enviada: {'timestamp': '2025-02-05 21:04:44', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 57, 'precio_unitario': 2746.98, 'total': 156577.86, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:09,276 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:09', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 43, 'precio_unitario': 280.42, 'total': 12058.06, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:10,282 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:10', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 65, 'precio_unitario': 548.84, 'total': 35674.6, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:11,288 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:11', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 69, 'precio_unitario': 2694.65, 'total': 185930.85, 'estado': 'FALLIDO', 'error': 'TIMEOUT'}
2025-02-06 14:49:12,296 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:12', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 34, 'precio_unitario': 1086.37, 'total': 36936.58, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:13,303 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:13', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 34, 'precio_unitario': 103.16, 'total': 3507.44, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:14,310 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:14', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 31, 'precio_unitario': 2871.25, 'total': 89008.75, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:15,311 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:15', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 91, 'precio_unitario': 144.07, 'total': 13110.37, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:16,317 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:16', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 49, 'precio_unitario': 560.03, 'total': 27441.47, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:17,320 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:17', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 23, 'precio_unitario': 174.33, 'total': 4009.59, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:18,326 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:18', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 25, 'precio_unitario': 2430.16, 'total': 60754.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:19,329 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:19', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 76, 'precio_unitario': 2356.74, 'total': 179112.24, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:20,336 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:20', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 23, 'precio_unitario': 2387.48, 'total': 54912.04, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:21,341 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:21', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 44, 'precio_unitario': 1349.47, 'total': 59376.68, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:22,349 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:22', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 59, 'precio_unitario': 2829.63, 'total': 166948.17, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:23,353 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:23', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 37, 'precio_unitario': 2595.53, 'total': 96034.61, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:24,360 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:24', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 21, 'precio_unitario': 2796.37, 'total': 58723.77, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:25,366 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:25', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 10, 'precio_unitario': 467.74, 'total': 4677.4, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:26,373 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:26', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 21, 'precio_unitario': 1877.22, 'total': 39421.62, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 14:49:27,381 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:27', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 13, 'precio_unitario': 2886.74, 'total': 37527.62, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:28,385 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:28', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 43, 'precio_unitario': 1820.97, 'total': 78301.71, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 14:49:29,388 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:29', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 71, 'precio_unitario': 2249.5, 'total': 159714.5, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:30,393 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:30', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 80, 'precio_unitario': 1068.42, 'total': 85473.6, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:31,400 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:31', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 44, 'precio_unitario': 2709.61, 'total': 119222.84, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:32,405 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:32', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 36, 'precio_unitario': 1072.85, 'total': 38622.6, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:33,410 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:33', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 29, 'precio_unitario': 767.56, 'total': 22259.24, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 14:49:34,417 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:34', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 37, 'precio_unitario': 2195.57, 'total': 81236.09, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:35,420 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:35', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 94, 'precio_unitario': 2884.53, 'total': 271145.82, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:36,427 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:36', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 29, 'precio_unitario': 652.86, 'total': 18932.94, 'estado': 'FALLIDO', 'error': 'TIMEOUT'}
2025-02-06 14:49:37,431 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:37', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 11, 'precio_unitario': 1131.99, 'total': 12451.89, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:38,438 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:38', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 18, 'precio_unitario': 1665.86, 'total': 29985.48, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:39,444 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:39', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 25, 'precio_unitario': 372.64, 'total': 9316.0, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 14:49:40,450 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:40', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 88, 'precio_unitario': 400.55, 'total': 35248.4, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 14:49:41,457 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:41', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 100, 'precio_unitario': 1723.24, 'total': 172324.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:42,460 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:42', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 2, 'precio_unitario': 2100.63, 'total': 4201.26, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 14:49:43,468 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:43', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 37, 'precio_unitario': 2332.6, 'total': 86306.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:44,474 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:44', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 18, 'precio_unitario': 2429.55, 'total': 43731.9, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 14:49:45,476 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:45', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 66, 'precio_unitario': 2870.0, 'total': 189420.0, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 14:49:46,483 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:46', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 55, 'precio_unitario': 611.46, 'total': 33630.3, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:47,490 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:47', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 61, 'precio_unitario': 770.42, 'total': 46995.62, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:48,498 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:48', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 58, 'precio_unitario': 591.63, 'total': 34314.54, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 14:49:49,505 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:49', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 65, 'precio_unitario': 814.3, 'total': 52929.5, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:49,509 - INFO - Closing the Kafka producer with 0 secs timeout.
2025-02-06 14:49:49,509 - INFO - Proceeding to force close the producer since pending requests could not be completed within timeout 0.
2025-02-06 15:30:02,305 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-06 15:30:02,306 - INFO - Probing node bootstrap-0 broker version
2025-02-06 15:30:02,306 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-06 15:30:02,414 - INFO - Broker version identified as 2.5.0
2025-02-06 15:30:02,414 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2025-02-06 15:30:02,415 - INFO - Conectado a Kafka exitosamente.
2025-02-06 15:30:02,417 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:02', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 85, 'precio_unitario': 2921.06, 'total': 248290.1, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:02,418 - INFO - <BrokerConnection node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-06 15:30:02,418 - INFO - <BrokerConnection node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-06 15:30:02,418 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-02-06 15:30:03,421 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:03', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 46, 'precio_unitario': 2942.34, 'total': 135347.64, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:04,429 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:04', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 31, 'precio_unitario': 1447.81, 'total': 44882.11, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:05,433 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:05', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 45, 'precio_unitario': 1915.63, 'total': 86203.35, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:06,436 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:06', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 26, 'precio_unitario': 1824.81, 'total': 47445.06, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:07,443 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:07', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 36, 'precio_unitario': 2715.65, 'total': 97763.4, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:08,446 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:08', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 34, 'precio_unitario': 698.19, 'total': 23738.46, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:09,454 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:09', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 9, 'precio_unitario': 205.9, 'total': 1853.1, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:10,458 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:10', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 86, 'precio_unitario': 2231.38, 'total': 191898.68, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:11,465 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:11', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 35, 'precio_unitario': 1428.61, 'total': 50001.35, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:12,471 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:12', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 4, 'precio_unitario': 1239.19, 'total': 4956.76, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:13,476 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:13', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 79, 'precio_unitario': 1077.33, 'total': 85109.07, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:14,481 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:14', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 7, 'precio_unitario': 1351.55, 'total': 9460.85, 'estado': 'FALLIDO', 'error': 'TIMEOUT'}
2025-02-06 15:30:15,484 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:15', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 66, 'precio_unitario': 2840.94, 'total': 187502.04, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:16,486 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:16', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 39, 'precio_unitario': 2797.98, 'total': 109121.22, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:17,493 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:17', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 17, 'precio_unitario': 2794.35, 'total': 47503.95, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:18,501 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:18', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 38, 'precio_unitario': 2231.86, 'total': 84810.68, 'estado': 'FALLIDO', 'error': 'TIMEOUT'}
2025-02-06 15:30:19,506 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:19', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 67, 'precio_unitario': 602.38, 'total': 40359.46, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:20,513 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:20', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 73, 'precio_unitario': 287.6, 'total': 20994.8, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:21,520 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:21', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 27, 'precio_unitario': 1762.78, 'total': 47595.06, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:22,523 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:22', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 45, 'precio_unitario': 1376.64, 'total': 61948.8, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:23,528 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:23', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 40, 'precio_unitario': 1047.23, 'total': 41889.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:24,536 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:24', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 8, 'precio_unitario': 2608.25, 'total': 20866.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:25,543 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:25', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 6, 'precio_unitario': 366.52, 'total': 2199.12, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:26,549 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:26', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 98, 'precio_unitario': 2852.54, 'total': 279548.92, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:27,556 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:27', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 62, 'precio_unitario': 1348.78, 'total': 83624.36, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:28,563 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:28', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 48, 'precio_unitario': 890.36, 'total': 42737.28, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:29,566 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:29', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 56, 'precio_unitario': 1608.28, 'total': 90063.68, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:30,573 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:30', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 90, 'precio_unitario': 1598.87, 'total': 143898.3, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:31,580 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:31', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 34, 'precio_unitario': 1712.82, 'total': 58235.88, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:32,583 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:32', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 3, 'precio_unitario': 2709.34, 'total': 8128.02, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:33,590 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:33', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 60, 'precio_unitario': 1283.53, 'total': 77011.8, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:34,597 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:34', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 79, 'precio_unitario': 1129.12, 'total': 89200.48, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:35,600 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:35', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 94, 'precio_unitario': 109.79, 'total': 10320.26, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 15:30:36,605 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:36', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 42, 'precio_unitario': 1758.65, 'total': 73863.3, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:37,613 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:37', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 8, 'precio_unitario': 2292.79, 'total': 18342.32, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:38,619 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:38', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 73, 'precio_unitario': 2170.9, 'total': 158475.7, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:39,623 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:39', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 73, 'precio_unitario': 2852.16, 'total': 208207.68, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:40,630 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:40', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 8, 'precio_unitario': 938.72, 'total': 7509.76, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:41,638 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:41', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 84, 'precio_unitario': 2632.49, 'total': 221129.16, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:42,645 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:42', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 70, 'precio_unitario': 2108.07, 'total': 147564.9, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:43,651 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:43', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 4, 'precio_unitario': 2624.97, 'total': 10499.88, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 15:30:44,656 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:44', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 41, 'precio_unitario': 412.85, 'total': 16926.85, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:45,661 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:45', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 44, 'precio_unitario': 237.6, 'total': 10454.4, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:46,668 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:46', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 82, 'precio_unitario': 2246.65, 'total': 184225.3, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:47,674 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:47', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 68, 'precio_unitario': 1176.45, 'total': 79998.6, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 15:30:48,681 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:48', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 86, 'precio_unitario': 2472.47, 'total': 212632.42, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:49,684 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:49', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 7, 'precio_unitario': 2908.85, 'total': 20361.95, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:50,688 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:50', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 43, 'precio_unitario': 2815.42, 'total': 121063.06, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:51,696 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:51', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 18, 'precio_unitario': 2315.03, 'total': 41670.54, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:52,703 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:52', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 71, 'precio_unitario': 1990.19, 'total': 141303.49, 'estado': 'EXITOSO', 'error': None}
2025-02-06 15:30:53,709 - INFO - Transacción enviada: {'timestamp': '2025-02-06 15:30:53', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 64, 'precio_unitario': 356.31, 'total': 22803.84, 'estado': 'EXITOSO', 'error': None}
